=== 会话概况统计 ===

总会话数: 1074

[1] {'sid': 'session_0000_a92c210', 'msgs': '7', 'user': '2', 'staff': '5', 'chars': '267', 'merged': 'False'}
[39] {'sid': 'session_0042_7eca689', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '231', 'merged': 'False'}
[40] {'sid': 'session_0043_a8ffee2', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '207', 'merged': 'False'}
[41] {'sid': 'session_0044_af24872', 'msgs': '18', 'user': '5', 'staff': '13', 'chars': '1002', 'merged': 'False'}
[42] {'sid': 'session_0045_a92c210', 'msgs': '14', 'user': '4', 'staff': '10', 'chars': '1127', 'merged': 'False'}
[43] {'sid': 'session_0046_90b41dc', 'msgs': '11', 'user': '4', 'staff': '7', 'chars': '778', 'merged': 'False'}
[44] {'sid': 'session_0047_d285458', 'msgs': '7', 'user': '2', 'staff': '5', 'chars': '612', 'merged': 'False'}
[45] {'sid': 'session_0048_d76c53c', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '150', 'merged': 'False'}
[46] {'sid': 'session_0049_4f71c8b', 'msgs': '6', 'user': '3', 'staff': '3', 'chars': '279', 'merged': 'False'}
[47] {'sid': 'session_0050_d78a549', 'msgs': '14', 'user': '7', 'staff': '7', 'chars': '1150', 'merged': 'False'}
[48] {'sid': 'session_0051_9935bdc', 'msgs': '7', 'user': '3', 'staff': '4', 'chars': '181', 'merged': 'False'}
[49] {'sid': 'session_0052_d78a549', 'msgs': '6', 'user': '3', 'staff': '3', 'chars': '257', 'merged': 'False'}
[50] {'sid': 'session_0053_86ca9e1', 'msgs': '32', 'user': '10', 'staff': '22', 'chars': '1179', 'merged': 'False'}
[51] {'sid': 'session_0054_35413ad', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '395', 'merged': 'False'}
[52] {'sid': 'session_0055_87b8e10', 'msgs': '12', 'user': '4', 'staff': '8', 'chars': '434', 'merged': 'False'}
[53] {'sid': 'session_0057_d8b3da0', 'msgs': '18', 'user': '7', 'staff': '11', 'chars': '724', 'merged': 'False'}
[54] {'sid': 'session_0058_1ae024d', 'msgs': '40', 'user': '17', 'staff': '23', 'chars': '1320', 'merged': 'False'}
[55] {'sid': 'session_0059_89deaf8', 'msgs': '6', 'user': '3', 'staff': '3', 'chars': '253', 'merged': 'False'}
[56] {'sid': 'session_0060_a92c210', 'msgs': '12', 'user': '4', 'staff': '8', 'chars': '541', 'merged': 'False'}
[57] {'sid': 'session_0061_7eca689', 'msgs': '10', 'user': '4', 'staff': '6', 'chars': '577', 'merged': 'False'}
[58] {'sid': 'session_0062_a92c210', 'msgs': '17', 'user': '9', 'staff': '8', 'chars': '638', 'merged': 'False'}
[59] {'sid': 'session_0063_d5d7c6d', 'msgs': '8', 'user': '2', 'staff': '6', 'chars': '553', 'merged': 'False'}
[60] {'sid': 'session_0065_06260f5', 'msgs': '11', 'user': '2', 'staff': '9', 'chars': '646', 'merged': 'False'}
[61] {'sid': 'session_0066_2762920', 'msgs': '7', 'user': '2', 'staff': '5', 'chars': '743', 'merged': 'False'}
[62] {'sid': 'session_0067_04247a1', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '210', 'merged': 'False'}
[63] {'sid': 'session_0068_f6b362e', 'msgs': '10', 'user': '5', 'staff': '5', 'chars': '158', 'merged': 'False'}
[64] {'sid': 'session_0069_7eca689', 'msgs': '13', 'user': '5', 'staff': '8', 'chars': '493', 'merged': 'False'}
[65] {'sid': 'session_0071_7ba182f', 'msgs': '5', 'user': '1', 'staff': '4', 'chars': '716', 'merged': 'False'}
[66] {'sid': 'session_0072_7de7bf5', 'msgs': '18', 'user': '5', 'staff': '13', 'chars': '777', 'merged': 'False'}
[67] {'sid': 'session_0073_2bf486b', 'msgs': '31', 'user': '8', 'staff': '23', 'chars': '2670', 'merged': 'False'}
[68] {'sid': 'session_0074_708178c', 'msgs': '8', 'user': '3', 'staff': '5', 'chars': '216', 'merged': 'False'}
[69] {'sid': 'session_0075_bf51ed2', 'msgs': '18', 'user': '7', 'staff': '11', 'chars': '591', 'merged': 'False'}
[70] {'sid': 'session_0076_348b5d9', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '106', 'merged': 'False'}
[71] {'sid': 'session_0077_b0532e3', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '364', 'merged': 'False'}
[72] {'sid': 'session_0078_cdb1bf9', 'msgs': '23', 'user': '7', 'staff': '16', 'chars': '863', 'merged': 'False'}
[73] {'sid': 'session_0079_5450b6e', 'msgs': '15', 'user': '4', 'staff': '11', 'chars': '901', 'merged': 'False'}
[74] {'sid': 'session_0080_7eca689', 'msgs': '31', 'user': '11', 'staff': '20', 'chars': '951', 'merged': 'False'}
[75] {'sid': 'session_0081_35c98fd', 'msgs': '12', 'user': '3', 'staff': '9', 'chars': '551', 'merged': 'False'}
[76] {'sid': 'session_0082_b970de5', 'msgs': '12', 'user': '6', 'staff': '6', 'chars': '199', 'merged': 'False'}
[77] {'sid': 'session_0085_6c7f7fa', 'msgs': '12', 'user': '3', 'staff': '9', 'chars': '400', 'merged': 'False'}
[78] {'sid': 'session_0086_80847d2', 'msgs': '13', 'user': '3', 'staff': '10', 'chars': '644', 'merged': 'False'}
[79] {'sid': 'session_0087_a92c210', 'msgs': '37', 'user': '18', 'staff': '19', 'chars': '1095', 'merged': 'False'}
[80] {'sid': 'session_0088_2c87a6d', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '205', 'merged': 'False'}
[81] {'sid': 'session_0089_a92c210', 'msgs': '20', 'user': '6', 'staff': '14', 'chars': '1103', 'merged': 'False'}
[82] {'sid': 'session_0090_982c581', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '84', 'merged': 'False'}
[83] {'sid': 'session_0091_0f921bd', 'msgs': '5', 'user': '1', 'staff': '4', 'chars': '268', 'merged': 'False'}
[84] {'sid': 'session_0092_a5c05a1', 'msgs': '8', 'user': '3', 'staff': '5', 'chars': '309', 'merged': 'False'}
[85] {'sid': 'session_0093_a92c210', 'msgs': '8', 'user': '2', 'staff': '6', 'chars': '579', 'merged': 'False'}
[86] {'sid': 'session_0094_b49c63f', 'msgs': '3', 'user': '2', 'staff': '1', 'chars': '60', 'merged': 'False'}
[87] {'sid': 'session_0095_0585c9e', 'msgs': '10', 'user': '2', 'staff': '8', 'chars': '413', 'merged': 'False'}
[88] {'sid': 'session_0096_960cb70', 'msgs': '10', 'user': '2', 'staff': '8', 'chars': '569', 'merged': 'False'}
[89] {'sid': 'session_0097_d5d7c6d', 'msgs': '9', 'user': '2', 'staff': '7', 'chars': '656', 'merged': 'False'}
[90] {'sid': 'session_0098_da0e610', 'msgs': '20', 'user': '7', 'staff': '13', 'chars': '1058', 'merged': 'False'}
[91] {'sid': 'session_0099_5bc5c29', 'msgs': '4', 'user': '1', 'staff': '3', 'chars': '209', 'merged': 'False'}
[92] {'sid': 'session_0100_443a278', 'msgs': '8', 'user': '8', 'staff': '0', 'chars': '173', 'merged': 'False'}
[93] {'sid': 'session_0101_e2afece', 'msgs': '31', 'user': '12', 'staff': '19', 'chars': '1646', 'merged': 'False'}
[94] {'sid': 'session_0102_bd0846b', 'msgs': '13', 'user': '5', 'staff': '8', 'chars': '944', 'merged': 'False'}
[95] {'sid': 'session_0104_bd0846b', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '305', 'merged': 'False'}
[96] {'sid': 'session_0105_4b1cf7e', 'msgs': '3', 'user': '1', 'staff': '2', 'chars': '75', 'merged': 'False'}
[97] {'sid': 'session_0106_bfd99b5', 'msgs': '15', 'user': '6', 'staff': '9', 'chars': '617', 'merged': 'False'}
[98] {'sid': 'session_0107_e65a704', 'msgs': '12', 'user': '6', 'staff': '6', 'chars': '615', 'merged': 'False'}
[99] {'sid': 'session_0108_a1e84b6', 'msgs': '11', 'user': '3', 'staff': '8', 'chars': '539', 'merged': 'False'}
[100] {'sid': 'session_0109_cd7fb78', 'msgs': '6', 'user': '2', 'staff': '4', 'chars': '536', 'merged': 'False'}
[101] {'sid': 'session_0110_fe9f3f8', 'msgs': '3', 'user': '1', 'staff': '2', 'chars': '178', 'merged': 'False'}
[102] {'sid': 'session_0111_b2c4979', 'msgs': '7', 'user': '4', 'staff': '3', 'chars': '389', 'merged': 'False'}
[103] {'sid': 'session_0112_f1e1cf5', 'msgs': '21', 'user': '8', 'staff': '13', 'chars': '640', 'merged': 'False'}
[104] {'sid': 'session_0113_ba189dc', 'msgs': '13', 'user': '4', 'staff': '9', 'chars': '626', 'merged': 'False'}
[105] {'sid': 'session_0114_6b54b4f', 'msgs': '24', 'user': '8', 'staff': '16', 'chars': '813', 'merged': 'False'}
[106] {'sid': 'session_0115_bf3b3de', 'msgs': '9', 'user': '2', 'staff': '7', 'chars': '728', 'merged': 'False'}
[107] {'sid': 'session_0116_6b54b4f', 'msgs': '6', 'user': '3', 'staff': '3', 'chars': '259', 'merged': 'False'}
[108] {'sid': 'session_0117_afabba4', 'msgs': '22', 'user': '7', 'staff': '15', 'chars': '948', 'merged': 'False'}
[109] {'sid': 'session_0118_7231cc3', 'msgs': '8', 'user': '1', 'staff': '7', 'chars': '314', 'merged': 'False'}
[110] {'sid': 'session_0119_7deaa07', 'msgs': '15', 'user': '7', 'staff': '8', 'chars': '345', 'merged': 'False'}
[111] {'sid': 'session_0120_09d6c7b', 'msgs': '9', 'user': '1', 'staff': '8', 'chars': '580', 'merged': 'False'}
[112] {'sid': 'session_0122_75cb50f', 'msgs': '16', 'user': '7', 'staff': '9', 'chars': '268', 'merged': 'False'}
[113] {'sid': 'session_0123_28a1b16', 'msgs': '6', 'user': '2', 'staff': '4', 'chars': '243', 'merged': 'False'}
[114] {'sid': 'session_0124_d8a7442', 'msgs': '15', 'user': '6', 'staff': '9', 'chars': '419', 'merged': 'False'}
[115] {'sid': 'session_0125_af422bf', 'msgs': '6', 'user': '2', 'staff': '4', 'chars': '202', 'merged': 'False'}
[116] {'sid': 'session_0127_0342b5a', 'msgs': '10', 'user': '2', 'staff': '8', 'chars': '268', 'merged': 'False'}
[117] {'sid': 'session_0128_f6cac58', 'msgs': '12', 'user': '3', 'staff': '9', 'chars': '785', 'merged': 'False'}
[118] {'sid': 'session_0130_cd8a4c8', 'msgs': '8', 'user': '1', 'staff': '7', 'chars': '349', 'merged': 'False'}
[119] {'sid': 'session_0131_da0e610', 'msgs': '87', 'user': '44', 'staff': '43', 'chars': '3004', 'merged': 'False'}
[120] {'sid': 'session_0132_ab2845a', 'msgs': '48', 'user': '22', 'staff': '26', 'chars': '2216', 'merged': 'False'}
[121] {'sid': 'session_0133_da0e610', 'msgs': '7', 'user': '2', 'staff': '5', 'chars': '611', 'merged': 'False'}
[122] {'sid': 'session_0134_0fe6388', 'msgs': '3', 'user': '3', 'staff': '0', 'chars': '134', 'merged': 'False'}
[123] {'sid': 'session_0135_e6b29ea', 'msgs': '21', 'user': '7', 'staff': '14', 'chars': '1092', 'merged': 'False'}
[124] {'sid': 'session_0136_7249533', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '202', 'merged': 'False'}
[125] {'sid': 'session_0137_a92c210', 'msgs': '9', 'user': '3', 'staff': '6', 'chars': '425', 'merged': 'False'}
[126] {'sid': 'session_0138_34af484', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '495', 'merged': 'False'}
[127] {'sid': 'session_0139_4a756f0', 'msgs': '7', 'user': '3', 'staff': '4', 'chars': '161', 'merged': 'False'}
[128] {'sid': 'session_0140_1995370', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '112', 'merged': 'False'}
[129] {'sid': 'session_0141_a7c9428', 'msgs': '10', 'user': '2', 'staff': '8', 'chars': '536', 'merged': 'False'}
[130] {'sid': 'session_0142_f8ad342', 'msgs': '9', 'user': '1', 'staff': '8', 'chars': '445', 'merged': 'False'}
[131] {'sid': 'session_0143_a92c210', 'msgs': '14', 'user': '5', 'staff': '9', 'chars': '801', 'merged': 'False'}
[132] {'sid': 'session_0144_af422bf', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '110', 'merged': 'False'}
[133] {'sid': 'session_0145_7eca689', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '212', 'merged': 'False'}
[134] {'sid': 'session_0146_142c71a', 'msgs': '7', 'user': '2', 'staff': '5', 'chars': '609', 'merged': 'False'}
[135] {'sid': 'session_0147_d1457b7', 'msgs': '29', 'user': '11', 'staff': '18', 'chars': '1225', 'merged': 'False'}
[136] {'sid': 'session_0148_f6b362e', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '284', 'merged': 'False'}
[137] {'sid': 'session_0150_bb0e83c', 'msgs': '10', 'user': '5', 'staff': '5', 'chars': '275', 'merged': 'False'}
[138] {'sid': 'session_0152_7eca689', 'msgs': '13', 'user': '5', 'staff': '8', 'chars': '486', 'merged': 'False'}
[139] {'sid': 'session_0153_8024c76', 'msgs': '20', 'user': '20', 'staff': '0', 'chars': '877', 'merged': 'False'}
[140] {'sid': 'session_0154_3eba941', 'msgs': '21', 'user': '9', 'staff': '12', 'chars': '1017', 'merged': 'False'}
[141] {'sid': 'session_0156_1cb6d3b', 'msgs': '18', 'user': '4', 'staff': '14', 'chars': '1054', 'merged': 'False'}
[142] {'sid': 'session_0157_edd485e', 'msgs': '5', 'user': '1', 'staff': '4', 'chars': '238', 'merged': 'False'}
[143] {'sid': 'session_0158_f6b362e', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '363', 'merged': 'False'}
[144] {'sid': 'session_0159_f6b362e', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '340', 'merged': 'False'}
[145] {'sid': 'session_0160_474e33a', 'msgs': '17', 'user': '5', 'staff': '12', 'chars': '528', 'merged': 'False'}
[146] {'sid': 'session_0161_a4ba1c5', 'msgs': '5', 'user': '1', 'staff': '4', 'chars': '705', 'merged': 'False'}
[147] {'sid': 'session_0162_820ac88', 'msgs': '8', 'user': '1', 'staff': '7', 'chars': '370', 'merged': 'False'}
[148] {'sid': 'session_0163_cb1ae17', 'msgs': '16', 'user': '5', 'staff': '11', 'chars': '538', 'merged': 'False'}
[149] {'sid': 'session_0164_4755767', 'msgs': '11', 'user': '2', 'staff': '9', 'chars': '780', 'merged': 'False'}
[150] {'sid': 'session_0165_eb9b755', 'msgs': '13', 'user': '8', 'staff': '5', 'chars': '290', 'merged': 'False'}
[151] {'sid': 'session_0166_8024c76', 'msgs': '20', 'user': '20', 'staff': '0', 'chars': '1014', 'merged': 'False'}
[152] {'sid': 'session_0167_d8e516b', 'msgs': '14', 'user': '4', 'staff': '10', 'chars': '650', 'merged': 'False'}
[153] {'sid': 'session_0169_33c6325', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '153', 'merged': 'False'}
[154] {'sid': 'session_0170_295713f', 'msgs': '19', 'user': '5', 'staff': '14', 'chars': '1108', 'merged': 'False'}
[155] {'sid': 'session_0171_cb1ae17', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '278', 'merged': 'False'}
[156] {'sid': 'session_0172_64fea49', 'msgs': '9', 'user': '4', 'staff': '5', 'chars': '557', 'merged': 'False'}
[157] {'sid': 'session_0173_295713f', 'msgs': '7', 'user': '3', 'staff': '4', 'chars': '337', 'merged': 'False'}
[158] {'sid': 'session_0174_b4f0823', 'msgs': '19', 'user': '4', 'staff': '15', 'chars': '896', 'merged': 'False'}
[159] {'sid': 'session_0175_395533a', 'msgs': '21', 'user': '10', 'staff': '11', 'chars': '1097', 'merged': 'False'}
[160] {'sid': 'session_0176_64fea49', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '108', 'merged': 'False'}
[161] {'sid': 'session_0177_e406d6e', 'msgs': '48', 'user': '12', 'staff': '36', 'chars': '2697', 'merged': 'False'}
[162] {'sid': 'session_0178_d5d7c6d', 'msgs': '8', 'user': '1', 'staff': '7', 'chars': '789', 'merged': 'False'}
[163] {'sid': 'session_0180_a23459d', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '154', 'merged': 'False'}
[164] {'sid': 'session_0181_9578bd3', 'msgs': '28', 'user': '12', 'staff': '16', 'chars': '901', 'merged': 'False'}
[165] {'sid': 'session_0182_e8bff49', 'msgs': '17', 'user': '4', 'staff': '13', 'chars': '1002', 'merged': 'False'}
[166] {'sid': 'session_0183_600e4b1', 'msgs': '18', 'user': '9', 'staff': '9', 'chars': '287', 'merged': 'False'}
[167] {'sid': 'session_0184_76f39bf', 'msgs': '7', 'user': '1', 'staff': '6', 'chars': '405', 'merged': 'False'}
[168] {'sid': 'session_0186_00aa8a9', 'msgs': '32', 'user': '12', 'staff': '20', 'chars': '1876', 'merged': 'False'}
[169] {'sid': 'session_0188_e97e920', 'msgs': '10', 'user': '3', 'staff': '7', 'chars': '356', 'merged': 'False'}
[170] {'sid': 'session_0189_eacc9a6', 'msgs': '11', 'user': '3', 'staff': '8', 'chars': '678', 'merged': 'False'}
[171] {'sid': 'session_0191_1590a52', 'msgs': '4', 'user': '1', 'staff': '3', 'chars': '160', 'merged': 'False'}
[172] {'sid': 'session_0192_2581847', 'msgs': '10', 'user': '3', 'staff': '7', 'chars': '981', 'merged': 'False'}
[173] {'sid': 'session_0193_da0e610', 'msgs': '17', 'user': '7', 'staff': '10', 'chars': '1023', 'merged': 'False'}
[174] {'sid': 'session_0194_c0ab777', 'msgs': '5', 'user': '1', 'staff': '4', 'chars': '278', 'merged': 'False'}
[175] {'sid': 'session_0196_a25d2a9', 'msgs': '3', 'user': '1', 'staff': '2', 'chars': '91', 'merged': 'False'}
[176] {'sid': 'session_0197_ee1c2c7', 'msgs': '17', 'user': '5', 'staff': '12', 'chars': '351', 'merged': 'False'}
[177] {'sid': 'session_0198_d1b4ec9', 'msgs': '12', 'user': '3', 'staff': '9', 'chars': '852', 'merged': 'False'}
[178] {'sid': 'session_0199_db67801', 'msgs': '14', 'user': '4', 'staff': '10', 'chars': '763', 'merged': 'False'}
[179] {'sid': 'session_0200_942a5dc', 'msgs': '14', 'user': '5', 'staff': '9', 'chars': '858', 'merged': 'False'}
[180] {'sid': 'session_0201_4e893a5', 'msgs': '27', 'user': '10', 'staff': '17', 'chars': '503', 'merged': 'False'}
[181] {'sid': 'session_0202_03fca76', 'msgs': '4', 'user': '1', 'staff': '3', 'chars': '476', 'merged': 'False'}
[182] {'sid': 'session_0203_2c47130', 'msgs': '13', 'user': '3', 'staff': '10', 'chars': '698', 'merged': 'False'}
[183] {'sid': 'session_0204_7440991', 'msgs': '10', 'user': '3', 'staff': '7', 'chars': '784', 'merged': 'False'}
[184] {'sid': 'session_0205_29f85da', 'msgs': '13', 'user': '3', 'staff': '10', 'chars': '468', 'merged': 'False'}
[185] {'sid': 'session_0206_3855c39', 'msgs': '6', 'user': '2', 'staff': '4', 'chars': '497', 'merged': 'False'}
[186] {'sid': 'session_0207_2394b52', 'msgs': '11', 'user': '2', 'staff': '9', 'chars': '358', 'merged': 'False'}
[187] {'sid': 'session_0208_ec002cf', 'msgs': '5', 'user': '2', 'staff': '3', 'chars': '150', 'merged': 'False'}
[188] {'sid': 'session_0209_3876259', 'msgs': '13', 'user': '7', 'staff': '6', 'chars': '369', 'merged': 'False'}
[189] {'sid': 'session_0210_ea6124c', 'msgs': '6', 'user': '2', 'staff': '4', 'chars': '87', 'merged': 'False'}
[190] {'sid': 'session_0212_da0e610', 'msgs': '8', 'user': '3', 'staff': '5', 'chars': '512', 'merged': 'False'}
[191] {'sid': 'session_0214_00e1cc1', 'msgs': '3', 'user': '1', 'staff': '2', 'chars': '99', 'merged': 'False'}
[192] {'sid': 'session_0215_e9fcc03', 'msgs': '4', 'user': '1', 'staff': '3', 'chars': '200', 'merged': 'False'}
[193] {'sid': 'session_0216_da0e610', 'msgs': '5', 'user': '1', 'staff': '4', 'chars': '471', 'merged': 'False'}
[194] {'sid': 'session_0217_29f85da', 'msgs': '4', 'user': '2', 'staff': '2', 'chars': '115', 'merged': 'False'}
[195] {'sid': 'session_0218_441172e', 'msgs': '3', 'user': '1', 'staff': '2', 'chars': '176', 'merged': 'False'}
[196] {'sid': 'session_0219_7c44ddc', 'msgs': '4', 'user': '1', 'staff': '3', 'chars': '556', 'merged': 'False'}
[197] {'sid': 'session_0221_da0e610', 'msgs': '15', 'user': '5', 'staff': '10', 'chars': '925', 'merged': 'False'}
[198] {'sid': 'session_0222_f6b362e', 'msgs': '5', 'user': '3', 'staff': '2', 'chars': '184', 'merged': 'False'}
[199] {'sid': 'session_0224_76bfc03', 'msgs': '9', 'user': '4', 'staff': '5', 'chars': '269', 'merged': 'False'}
[200] {'sid': 'session_0225_f9e547e', 'msgs': '8', 'user': '2', 'staff': '6', 'chars': '364', 'merged': 'False'}
[201] {'sid': 'session_0227_581d3ba', 'msgs': '26', 'user': '12', 'staff': '14', 'chars': '1156', 'merged': 'False'}
[202] {'sid': 'session_0228_d5d7c6d', 'msgs': '8', 'user': '2', 'staff': '6', 'chars': '636', 'merged': 'False'}
[203] {'sid': 'session_0229_8246f5d', 'msgs': '9', 'user': '4', 'staff': '5', 'chars': '200', 'merged': 'False'}
[204] {'sid': 'session_0230_7eca689', 'msgs': '7', 'user': '2', 'staff': '5', 'chars': '336', 'merged': 'False'}
[205] {'sid': 'session_0231_d77a742', 'msgs': '5', 'user': '1', 'staff': '4', 'chars': '269', 'merged': 'False'}
[206] {'sid': 'session_0232_04585c4', 'msgs': '3', 'user': '1', 'staff': '2', 'chars': '72', 'merged': 'False'}
[207] {'sid': 'session_0233_4e4751f', 'msgs': '4', 'user': '1', 'staff': '3', 'chars': '83', 'merged': 'False'}
[208] {'sid': 'session_0234_4946b66', 'msgs': '4', 'user': '1', 'staff': '3', 'chars': '188', 'merged': 'False'}
[209] {'sid': 'session_0235_06f20f7', 'msgs': '5', 'user': '3', 'staff': '2', 'chars': '141', 'merged': 'False'}
[210] {'sid': 'session_0236_2f76ba6', 'msgs': '8', 'user': '3', 'staff': '5', 'chars': '396', 'merged': 'False'}
[211] {'sid': 'session_0237_707ba2f', 'msgs': '11', 'user': '4', 'staff': '7', 'chars': '327', 'merged': 'False'}
[212] {'sid': 'session_0238_063c4de', 'msgs': '15', 'user': '5', 'staff': '10', 'chars': '351', 'merged': 'False'}
[213] {'sid': 'session_0239_d7900b1', 'msgs': '12', 'user': '4', 'staff': '8', 'chars': '276', 'merged': 'False'}
[214] {'sid': 'session_0240_a92c210', 'msgs': '11', 'user': '3', 'staff': '8', 'chars': '697', 'merged': 'False'}
[215] {'sid': 'session_0242_89f58df', 'msgs': '18', 'user': '4', 'staff': '14', 'chars': '1017', 'merged': 'False'}
[216] {'sid': 'session_0243_4507f8a', 'msgs': '7', 'user': '3', 'staff': '4', 'chars': '159', 'merged': 'False'}
[217] {'sid': 'session_0244_1d3b70d', 'msgs': '7', 'user': '3', 'staff': '4', 'chars': '290', 'merged': 'False'}
